"","table_no","p_value","ID","species","nurse_p","nurse_a","bare_p","bare_a"
"160",160,1,"19","Margyricarpus pinnatus",1,74,1,74
"161",161,1,"19","Monttea aphylla",2,73,1,74
"162",162,1,"19","Poa lanuginosa",1,74,0,75
"163",163,1,"19","Ephedra ochreata",1,74,0,75
"164",164,0.0140925168550349,"19","Boopis anthemoides",15,60,4,71
"165",165,0.476546211785049,"19","Bougainvillea spinosa",2,73,0,75
"166",166,1,"19","Lycium gilliesianum",1,74,0,75
"167",167,1,"19","Tristagma patagonicum",1,74,0,75
"168",168,0.00370659943385024,"19","Mulguraea aspera",12,63,1,74
"169",169,0.243443186193133,"19","Echinopsis leucantha",3,72,0,75
"170",170,0.128408188444953,"19","Pappostipa speciosa",4,71,0,75
"171",171,0.716323887581356,"19","Hoffmannseggia trifoliata",5,70,3,72
"172",172,1,"19","Senecio melanopotamicus",1,74,1,74
"173",173,0.243443186193133,"19","Lycium chilense",3,72,0,75
"174",174,1,"19","Larrea cuneifolia",0,75,1,74
"175",175,0.128408188444953,"19","Larrea divaricata",4,71,0,75
"176",176,1,"19","Schinus johnstonii",1,74,0,75
"177",177,1,"19","Nassella longiglumis",1,74,0,75
"178",178,0.175265317285701,"20","Acantholippia seriphioides",32,43,23,52
"179",179,5.02712907669004e-06,"20","Nassella tenuis",75,0,55,20
"180",180,0.00370659943385024,"20","Poa ligularis",12,63,1,74
"181",181,0.476546211785049,"20","Senecio melanopotamicus",2,73,0,75
"182",182,0.346581057357637,"20","Gutierrezia baccharoides",13,62,8,67
"183",183,0.00578973557898365,"20","Junellia seriphioides",24,51,9,66
"184",184,0.121521372097114,"20","Lycium chilense",6,69,1,74
"185",185,0.211299547333711,"20","Mulguraea aspera",5,70,1,74
"186",186,0.0351390449725864,"20","Poa lanuginosa",10,65,2,73
"187",187,1,"20","Monttea aphylla",4,71,3,72
"188",188,0.36297143233983,"20","Boopis anthemoides",4,71,1,74
"189",189,0.101706930031093,"20","Pappostipa speciosa",8,67,2,73
"190",190,1,"20","Schinus johnstonii",1,74,1,74
"191",191,0.128408188444953,"20","Nassella longiglumis",4,71,0,75
"192",192,0.676922239021379,"20","Tetraglochin caespitosum",4,71,2,73
"193",193,1,"20","Sphaeralcea mendocina",1,74,0,75
"194",194,1,"20","Prosopis flexuosa",1,74,0,75
"195",195,1,"20","Ephedra ochreata",1,74,0,75
"196",196,1,"20","Chuquiraga erinacea",3,72,2,73
"197",197,0.476546211785049,"20","Nassella chilensis",2,73,0,75
"198",198,1,"20","Hoffmannseggia trifoliata",1,74,0,75
"199",199,1,"20","Larrea divaricata",0,75,1,74
"200",200,1,"20","Grindelia spp.",1,74,1,74
"201",201,7.27637592376845e-06,"21","Pappostipa speciosa",29,46,5,70
"202",202,0.00379694974684709,"21","Gutierrezia baccharoides",22,53,7,68
"203",203,3.08573132294004e-05,"21","Nassella tenuis",68,7,45,30
"204",204,1.46810836378958e-05,"21","Chuquiraga erinacea",34,41,9,66
"205",205,4.77380045363656e-05,"21","Acantholippia seriphioides",40,35,15,60
"206",206,0.0796514232532589,"21","Senna aphylla",17,58,8,67
"207",207,0.0926958025578129,"21","Junellia seriphioides",14,61,6,69
"208",208,1,"21","Tetraglochin caespitosum",1,74,0,75
"209",209,1,"21","Larrea divaricata",0,75,1,74
"210",210,0.438806815987549,"21","Monttea aphylla",5,70,2,73
"211",211,0.531033566891266,"21","Lycium chilense",7,68,4,71
"212",212,0.476546211785049,"21","Senecio melanopotamicus",2,73,0,75
"213",213,0.36297143233983,"21","Boopis anthemoides",4,71,1,74
"214",214,1,"21","Prosopis flexuosa",1,74,2,73
"215",215,1,"21","Grindelia chiloensis",1,74,0,75
"216",216,0.128408188444953,"21","Poa lanuginosa",4,71,0,75
"217",217,1,"21","Baccharis gilliesii",5,70,4,71
"218",218,1,"21","Ephedra ochreata",0,75,1,74
"219",219,1,"21","Thymophylla pentachaeta",0,75,1,74
"220",220,1,"21","Poa ligularis",1,74,0,75
"221",221,0.476546211785049,"21","Jarava neaei",2,73,0,75
"222",222,0.476546211785049,"21","Mulguraea aspera",2,73,0,75
"223",223,0.00146271658668115,"40","Maireana turbinata",10,15,0,25
"224",224,0.000270040771827849,"40","Minuria cunninghamii",12,13,0,25
"225",225,0.0886592320827466,"40","Sclerolaena brachyptera",10,15,17,8
"226",226,1,"40","Sclerolaena ventricosa",7,18,6,19
"227",227,0.699675625634705,"40","Lotus cruentus",22,3,20,5
"228",228,0.47048642205879,"40","Sida corrugata",2,23,0,25
"229",229,0.414992666397882,"40","Sclerolaena divaricata",5,20,2,23
"230",230,0.663421515816855,"40","Sida fibulifera",2,23,4,21
"231",231,1,"40","Sclerolaena lanicuspis",1,24,0,25
"232",232,0.47048642205879,"40","Atriplex vesicaria",2,23,0,25
"233",233,0.47048642205879,"40","Maireana pyramidata",2,23,0,25
"234",234,1,"40","Eragrostis dielsii",0,25,1,24
"235",235,0.233660388894587,"40","Minuria leptophylla",3,22,0,25
"236",236,0.17207161769463,"41","Austrostipa scabra",22,3,17,8
"237",237,0.39271485645527,"41","Sclerolaena patenticuspis",9,16,13,12
"238",238,0.0640775064510592,"41","Enneapogon avenaceus",4,21,11,14
"239",239,0.0169253330039574,"41","Sclerolaena obliquicuspis",13,12,4,21
"240",240,1,"41","Solanum quadriloculatum",1,24,0,25
"241",241,0.00172490312924079,"42","Sclerolaena brachyptera",8,17,20,5
"242",242,0.0537567049758594,"42","Sida ",7,18,1,24
"243",243,1,"42","Sclerolaena eriacantha",0,25,1,24
"244",244,1,"42","Lotus cruentus",13,12,13,12
"245",245,0.723673609831763,"42","Eragrostis setifolia",4,21,6,19
"246",246,0.247159973211907,"42","Sclerolaena lanicuspis",2,23,6,19
"247",247,1,"42","Atriplex vesicaria",3,22,4,21
"248",248,1,"42","Sclerolaena diacantha",0,25,1,24
"249",249,0.140907401798369,"42","Sclerolaena ventricosa",2,23,7,18
"250",250,0.0295574515601516,"42","Sclerolaena divaricata",0,25,6,19
"251",251,1,"42","Maireana ",0,25,1,24
"252",252,1,"42","Austrodanthonia caespitosa",2,23,1,24
"253",253,1,"42","Austrostipa scabra",0,25,1,24
"254",254,0.34577858615116,"43","Minuria cunninghamii",4,21,1,24
"255",255,0.0593464387919201,"43","Sclerolaena diacantha",0,25,5,20
"256",256,0.040524128286505,"43","Sclerolaena brachyptera",2,23,9,16
"257",257,0.699675625634705,"43","Enteropogon acicularis",3,22,5,20
"258",258,0.000530873924921623,"43","Atriplex vesicaria",13,12,1,24
"259",259,0.0537567049758594,"43","Sclerolaena ventricosa",1,24,7,18
"260",260,1,"43","Sida ",3,22,3,22
"261",261,0.191694602051888,"43","Eragrostis setifolia",1,24,5,20
"262",262,1,"43","Tripogon loliiformis",2,23,3,22
"263",263,1,"43","Maireana turbinata",1,24,0,25
"264",264,1,"44","Sclerolaena diacantha",0,50,1,49
"265",265,1,"44","Nitraria billardierei",1,49,0,50
"266",266,1,"44","Sclerolaena muricata var. muricata",1,49,0,50
"267",267,0.241028167264432,"44","Einadia nutans",3,47,0,50
"268",268,0.241028167264432,"44","Maireana aphylla",3,47,0,50
"269",269,0.475050524053953,"44","Paspalidium constrictum",2,48,0,50
"270",270,0.475050524053953,"44","Sclerolaena brachyptera",2,48,0,50
"271",271,1,"44","Atriplex vesicaria",1,49,0,50
"272",272,0.740543958567318,"45","Sclerolaena tricuspis",7,18,5,20
"273",273,1,"45","Sclerolaena brachyptera",16,9,15,10
"274",274,0.602167527748196,"45","Maireana trichoptera",1,24,3,22
"275",275,0.39271485645527,"45","Austrostipa scabra",9,16,13,12
"276",276,0.56008413232209,"45","Atriplex semibaccata",11,14,8,17
"277",277,1,"45","Sida trichopoda",2,23,3,22
"278",278,1,"45","Einadia nutans",2,23,1,24
"279",279,1,"45","Sporobolus carolii",8,17,8,17
"280",280,0.602167527748196,"45","Austrodanthonia caespitosa",1,24,3,22
"281",281,0.34577858615116,"45","Sclerolaena diacantha",4,21,1,24
"282",282,0.47048642205879,"45","Sida intricata",0,25,2,23
"283",283,1,"45","Craspedia sp.",0,25,1,24
"284",284,1,"45","Chloris truncata",1,24,0,25
"285",285,0.367597267485303,"46","Paspalidium constrictum",16,34,11,39
"286",286,1,"46","Austrodanthonia caespitosa",7,43,7,43
"287",287,0.623406208134734,"46","Sclerolaena diacantha",9,41,12,38
"288",288,0.16219923411315,"46","Sclerolaena brachyptera",2,48,7,43
"289",289,1,"46","Austrostipa scabra",3,47,4,46
"290",290,0.193105147326876,"46","Atriplex vesicaria",12,38,6,44
"291",291,1,"46","Chloris truncata",1,49,2,48
"292",292,1,"46","Oxalis sp.",1,49,0,50
"293",293,1,"46","Enneapogon avenaceus",1,49,0,50
"294",294,0.241028167264432,"46","Maireana aphylla",3,47,0,50
"295",295,0.241028167264432,"46","Einadia nutans",3,47,0,50
"296",296,0.103042693424694,"47","Austrostipa scabra",6,19,1,24
"297",297,0.00323120983836726,"47","Atriplex vesicaria",9,16,0,25
"298",298,1,"47","Austrodanthonia caespitosa",1,24,0,25
"299",299,1,"47","Sporobolus carolii",1,24,0,25
"300",300,1,"47","Vittadinia cuneata complex",1,24,0,25
"301",301,0.550453012754493,"48","Enteropogon acicularis",18,7,15,10
"302",302,1,"48","Atriplex vesicaria",1,24,0,25
"303",303,1,"48","Cyperus sp.",1,24,0,25
"304",304,0.233660388894587,"48","Enchylaena tomentosa",0,25,3,22
"305",305,0.0144684571051176,"49","Enteropogon acicularis",7,18,0,25
"306",306,0.723673609831763,"49","Paspalidium constrictum",6,19,4,21
"307",307,1,"49","Atriplex vesicaria",4,21,3,22
"308",308,1,"49","Sporobolus sp.",3,22,3,22
"309",309,1,"49","Calandrinia eremaea",1,24,0,25
"310",310,0.0295574515601516,"49","Portulaca oleracea",6,19,0,25
"311",311,2.9206076256393e-05,"50","Enteropogon acicularis",16,9,1,24
"312",312,5.42758412300673e-06,"50","Fimbristylis dichotoma",0,25,16,9
"313",313,0.233660388894587,"50","Cheilanthes sieberi",3,22,0,25
"314",314,1,"50","Opuntia aurantiaca",1,24,0,25
"315",315,1,"50","Portulaca oleracea",1,24,0,25
"316",316,1.06246213050684e-06,"83","Acaena integerrima",8,42,33,17
"317",317,0.0684508552740878,"83","Cerastium arvense",13,37,5,45
"318",318,0.0551606948473723,"83","Festuca pallescens",9,41,2,48
"319",319,0.341859821696279,"83","Nassauvia darwinii",14,36,9,41
"320",320,0.819661496283218,"83","Festuca pyrogea",38,12,36,14
"321",321,0.548506235500147,"83","Viola maculata",27,23,23,27
"322",322,1,"83","Taraxacum officinale",6,44,6,44
"323",323,0.12578642463894,"83","Acaena spp. ",0,50,4,46
"324",324,0.475050524053953,"83","Lathyrus magellanicus",2,48,0,50
"325",325,1,"83","Calceolaria biflora",1,49,0,50
"326",326,0.241028167264432,"83","Hordeum murinum",3,47,0,50
"327",327,1,"83","Senecio sericeo-nitens",1,49,0,50
"328",328,0.358795357886942,"83","Acaena pinnatifida",1,49,4,46
"329",329,1,"83","Galium fuegianum",1,49,0,50
"330",330,1,"83","Luzula alopecurus",1,49,0,50
"331",331,0.0358443488657866,"84","Acaena integerrima",1,48,8,41
"332",332,0.551435873669557,"84","Nassauvia darwinii",5,44,8,41
"333",333,0.125625515731584,"84","Cerastium arvense",4,45,0,49
"334",334,0.215625868949888,"84","Festuca pyrogea",26,23,33,16
"335",335,1,"84","Taraxacum officinale",2,47,1,48
"336",336,0.0433081428107919,"84","Viola maculata",11,38,3,46
"337",337,0.474958539889507,"84","Acaena pinnatifida",2,47,0,49
"338",338,0.0433081428107919,"84","Mulinum spinosum",3,46,11,38
"339",339,1,"84","Calceolaria biflora",3,46,2,47
"340",340,0.609681974427885,"84","Galium fuegianum",3,46,1,48
"341",341,1,"84","Senecio sericeo-nitens",1,48,1,48
"342",342,1,"84","Elymus repens",3,46,2,47
"343",343,1,"84","Hypochaeris incana",1,48,0,49
"344",344,1,"84","Holcus lanatus",1,48,0,49
"345",345,1,"84","Leucheria candidissima",1,48,0,49
"346",346,9.11116211038575e-05,"84","Festuca pallescens",17,32,1,48
"347",347,1,"84","Hordeum murinum",1,48,0,49
"348",348,0.234763662827669,"85","Festuca pyrogea",29,22,22,29
"349",349,1.04432979727418e-05,"85","Acaena integerrima",1,50,20,31
"350",350,0.389186827322799,"85","Nassauvia darwinii",13,38,18,33
"351",351,0.712656224969241,"85","Viola maculata",5,46,3,48
"352",352,1,"85","Holcus lanatus",2,49,1,50
"353",353,1,"85","Acaena pinnatifida",0,51,1,50
"354",354,0.000723541713603405,"85","Cerastium arvense",12,39,0,51
"355",355,1,"85","Lathyrus magellanicus",1,50,0,51
"356",356,0.359043195337214,"85","Hypochaeris incana",4,47,1,50
"357",357,1,"85","Carex gayana",1,50,0,51
"358",358,0.124393560895233,"85","Calceolaria biflora",9,42,3,48
"359",359,0.609979982666665,"85","Elymus repens",3,48,1,50
"360",360,0.359043195337214,"85","Mulinum spinosum",4,47,1,50
"361",361,0.241170787686512,"85","Quinchamalium chilense",3,48,0,51
"362",362,7.24105178868318e-05,"85","Festuca pallescens",21,30,3,48
"363",363,1,"85","Leucheria candidissima",0,51,1,50
"364",364,1,"85","Senecio sericeo-nitens",1,50,0,51
"365",365,1,"85","Taraxacum officinale",2,49,2,49
"366",366,0.0320887339782314,"93","Setaria viridis",4,20,12,12
"367",367,0.662520583540057,"93","Agrostis tenuis",4,20,2,22
"368",368,1,"93","Tribulus terrestris",2,22,1,23
"369",369,1,"93","Kummerowia stipulacea",0,24,1,23
"370",370,0.139086729760013,"93","Bassia dasyphylla",2,22,7,17
"371",371,0.0274686403856814,"94","Setaria viridis",14,11,22,3
"372",372,0.777123746357262,"94","Oxytropis psammocharis",11,14,13,12
"373",373,1,"94","Kummerowia stipulacea",14,11,13,12
"374",374,0.34577858615116,"94","Corispermum chinganicum",1,24,4,21
"375",375,0.00184718524347832,"94","Bassia dasyphylla",7,18,19,6
"376",376,0.0593464387919201,"94","Artemisia desertorum",0,25,5,20
"377",377,1,"94","Salsola ruthenica",3,22,3,22
"378",378,1,"94","Herba Artimisiae",1,24,2,23
"379",379,0.233660388894587,"94","Medicago Sativa",3,22,0,25
"380",380,1,"94","Sonchus oleraceus",1,24,1,24
"381",381,0.47048642205879,"94","Cirsium japonicum",0,25,2,23
"382",382,0.49474034453316,"94","Agriophyllum squarrosum",4,21,7,18
"383",383,0.570371569411399,"94","Agrostis tenuis",13,12,10,15
"384",384,1,"94","Heteropappus altaicus",2,23,1,24
"385",385,1,"94","Poa annua",12,13,12,13
"386",386,0.414992666397882,"94","Artemisia scoparia",2,23,5,20
"387",387,0.17207161769463,"94","Tribulus terrestris",3,22,8,17
"388",388,1,"94","Euphorbia thymifolia",0,25,1,24
"389",389,0.0135546660648155,"95","Bassia dasyphylla",13,12,22,3
"390",390,0.723673609831763,"95","Setaria viridis",19,6,21,4
"391",391,1,"95","Kummerowia stipulacea",18,7,19,6
"392",392,1,"95","Allium mongolicum",3,22,2,23
"393",393,1,"95","Oxytropis psammocharis",2,23,2,23
"394",394,0.00323120983836726,"95","Artemisia desertorum",0,25,9,16
"395",395,1,"95","Poa annua",5,20,6,19
"396",396,0.191694602051888,"95","Agriophyllum squarrosum",1,24,5,20
"397",397,0.461602801683476,"95","Agrostis tenuis",19,6,22,3
"398",398,1,"95","Herba Artimisiae",3,22,3,22
"399",399,1,"95","Corispermum chinganicum",1,24,1,24
"400",400,1,"95","Heteropappus altaicus",3,22,4,21
"401",401,1,"95","Juniperus formosana",1,24,2,23
"402",402,0.602167527748196,"95","Artemisia scoparia",1,24,3,22
"403",403,1,"95","Salsola ruthenica",1,24,1,24
"404",404,1,"95","Suaeda salsa",1,24,1,24
"405",405,0.47048642205879,"95","Tribulus terrestris",0,25,2,23
"406",406,1,"95","Isatis tinctoria",1,24,1,24
"407",407,0.256371669949325,"96","Kummerowia stipulacea",14,11,9,16
"408",408,0.602167527748196,"96","Poa annua",22,3,24,1
"409",409,0.56659848028325,"96","Agrostis tenuis",9,16,12,13
"410",410,0.00692751797722652,"96","Artemisia desertorum",0,25,8,17
"411",411,0.0886592320827466,"96","Oxytropis psammocharis",8,17,15,10
"412",412,1,"96","Setaria viridis",1,24,0,25
"413",413,1,"96","Sonchus oleraceus",0,25,1,24
"414",414,0.47048642205879,"96","Herba Artimisiae",0,25,2,23
"415",415,1,"96","Cynanchum hancockianum",2,23,3,22
"416",416,0.0274686403856814,"96","Artemisia scoparia",3,22,11,14
"417",417,1,"96","Heteropappus altaicus",6,19,5,20
"418",418,0.47048642205879,"96","Ixeridium chinense",0,25,2,23
"419",419,1,"96","Artemisia argyi",0,25,1,24
"420",420,1,"96","Poa sphondylodes",1,24,0,25
"421",421,1,"96","Juniperus formosana",2,23,2,23
"422",422,0.47048642205879,"96","Isatis tinctoria",2,23,0,25
"423",423,1,"96","Thalictrum petaloideum",0,25,1,24
"424",424,1,"96","Allium mongolicum",0,25,1,24
"425",425,1,"96","Stemmacanthauniflora (L.",1,24,0,25
"426",426,1,"97","Artemisia argyi",19,6,19,6
"427",427,1,"97","Medicago Sativa",10,15,10,15
"428",428,0.777123746357262,"97","Poa annua",11,14,13,12
"429",429,0.740543958567318,"97","Artemisia scoparia",20,5,18,7
"430",430,0.191694602051888,"97","Euphorbia esula",5,20,1,24
"431",431,0.0732540997782142,"97","Phragmites australias",13,12,20,5
"432",432,0.00636181169725937,"97","Chenopodium album",3,22,13,12
"433",433,1,"97","Salsola ruthenica",4,21,5,20
"434",434,0.0886592320827466,"97","Bassia dasyphylla",10,15,17,8
"435",435,1,"97","Corispermum chinganicum",3,22,2,23
"436",436,0.761760667487734,"97","Poa sphondylodes",9,16,7,18
"437",437,1,"97","Allium mongolicum",1,24,1,24
"438",438,1,"97","Cynanchum hancockianum",2,23,1,24
"439",439,0.34577858615116,"97","Agriophyllum squarrosum",1,24,4,21
"440",440,1,"97","Oxytropis psammocharis",2,23,3,22
"441",441,0.752784132649847,"97","Convolvulus arvensis",8,17,6,19
"442",442,0.772829992684448,"97","Ixeridium chinense",16,9,14,11
"443",443,1,"97","Sonchus oleraceus",2,23,2,23
"444",444,1,"97","Euphorbia thymifolia",2,23,1,24
"445",445,0.602167527748196,"97","Heteropappus altaicus",3,22,1,24
"446",446,1,"97","Artemisia desertorum",1,24,0,25
"447",447,1,"97","Agrostis tenuis",0,25,1,24
"448",448,0.34577858615116,"97","Cirsium japonicum",4,21,1,24
"449",449,0.47048642205879,"97","Setaria viridis",2,23,0,25
"450",450,1,"98","Poa sphondylodes",40,10,39,11
"451",451,0.156111492960049,"98","Phragmites australias",33,17,25,25
"452",452,0.623406208134734,"98","Lithospermum arvense",12,38,9,41
"453",453,0.413176150987312,"98","Sonchus oleraceus",10,40,6,44
"454",454,0.0163735790351143,"98","Bassia dasyphylla",18,32,31,19
"455",455,1,"98","Salsola ruthenica",4,46,5,45
"456",456,0.802587348634152,"98","Medicago Sativa",11,39,9,41
"457",457,0.00687271844568251,"98","Ixeridium chinense",20,30,7,43
"458",458,0.149591450706816,"98","Setaria viridis",10,40,4,46
"459",459,1,"98","Cynanchum hancockianum",2,48,2,48
"460",460,1,"98","Euphorbia thymifolia",10,40,10,40
"461",461,0.836774186606379,"98","Artemisia scoparia",18,32,20,30
"462",462,1,"98","Isatis tinctoria",6,44,7,43
"463",463,0.0664574200169311,"98","Agriophyllum squarrosum",0,50,5,45
"464",464,0.494012341349993,"98","Poa annua",11,39,15,35
"465",465,0.0653254404645751,"98","Heteropappus altaicus",7,43,1,49
"466",466,0.0436572845081241,"98","Oxytropis psammocharis",3,47,11,39
"467",467,0.234281487884539,"98","Artemisia argyi",9,41,4,46
"468",468,0.433121205577867,"98","Corispermum chinganicum",2,48,5,45
"469",469,1,"98","Allium mongolicum",3,47,4,46
"470",470,0.241028167264432,"98","Convolvulus arvensis",3,47,0,50
"471",471,0.123891319166876,"98","Euphorbia esula",9,41,3,47
"472",472,0.475050524053953,"98","Agrostis tenuis",0,50,2,48
"473",473,0.475050524053953,"98","Erodium stephanianum",2,48,0,50
"474",474,0.475050524053953,"98","Taraxacum mongolicum",2,48,0,50
"475",475,1,"98","Cirsium japonicum",2,48,2,48
"476",476,1,"98","Carpesium abrotanoides",1,49,0,50
"477",477,0.475050524053953,"98","Chenopodium album",0,50,2,48
"478",478,1,"98","Limonium bicolor",0,50,1,49
"479",479,1,"99","Stemmacanthauniflora (L.",1,24,0,25
"480",480,0.000174886592542093,"99","Halogeton glomeratus",8,17,22,3
"481",481,0.602167527748196,"99","Poa annua",24,1,22,3
"482",482,1,"99","Setaria viridis",2,23,1,24
"483",483,0.740543958567318,"99","Phragmites australias",20,5,18,7
"484",484,0.233660388894587,"99","L. apetalum",3,22,0,25
"485",485,1,"99","hongzhijuanbai ",0,25,1,24
"486",486,1,"99","Artemisia annua",1,24,2,23
"487",487,1,"99","Ixeridium chinense",1,24,0,25
"488",488,1,"99","Artemisia desertorum",0,25,1,24
"489",489,1,"99","Sonchus oleraceus",1,24,0,25
"490",490,4.52267581191394e-05,"100","Artemisia desertorum",23,2,8,17
"491",491,0.233660388894587,"100","Caragana korshinskii",3,22,0,25
"492",492,0.0135546660648155,"100","Ixeridium chinense",12,13,3,22
"493",493,0.663421515816855,"100","Cynanchum hancockianum",4,21,2,23
"494",494,1,"100","Bassia dasyphylla",5,20,6,19
"495",495,1,"100","Euphorbia thymifolia",4,21,4,21
"496",496,0.47048642205879,"100","ding ",0,25,2,23
"497",497,0.602167527748196,"100","Setaria viridis",1,24,3,22
"498",498,0.47048642205879,"100","Chenopodium album",2,23,0,25
"499",499,1,"100","Psammochloa villosa",1,24,0,25
"500",500,0.531971058097401,"101","Bassia dasyphylla",30,20,34,16
"501",501,0.840342233476157,"101","Artemisia desertorum",23,27,21,29
"502",502,3.93491022030316e-06,"101","Ixeridium chinense",35,15,11,39
"503",503,0.00169971695228501,"101","Lithospermum arvense",18,32,4,46
"504",504,1,"101","Chenopodium album",1,49,0,50
"505",505,0.0955807045456288,"101","Heteropappus altaicus",8,42,2,48
"506",506,0.526537429213373,"101","Psammochloa villosa",15,35,19,31
"507",507,1,"101","Poa sphondylodes",6,44,5,45
"508",508,1,"101","Caragana korshinskii",0,50,1,49
"509",509,0.475050524053953,"101","Salsola ruthenica",2,48,0,50
"510",510,0.475050524053953,"101","Dracocephalum moldavica",2,48,0,50
"511",511,0.475050524053953,"101","Oxytropis psammocharis",0,50,2,48
"512",512,1,"101","Setaria viridis",1,49,2,48
"513",513,1,"101","Astragalus melilotoides",1,49,0,50
"514",514,1,"101","Medicago Sativa",1,49,0,50
"515",515,0.00199940170514856,"102","Ixeridium chinense",39,11,23,27
"516",516,0.020227453708577,"102","Bassia dasyphylla",11,39,23,27
"517",517,0.123891319166876,"102","Setaria viridis",9,41,3,47
"518",518,1,"102","Psammochloa villosa",1,49,2,48
"519",519,0.00233529735558864,"102","Euphorbia thymifolia",19,31,5,45
"520",520,0.0715507011601802,"102","Heteropappus altaicus",18,32,9,41
"521",521,0.0219248852983418,"102","Artemisia desertorum",24,26,12,38
"522",522,0.484641678788314,"102","Lithospermum arvense",6,44,3,47
"523",523,0.0744069135980521,"102","ding ",10,40,3,47
"524",524,0.67369961498309,"102","Astragalus melilotoides",2,48,4,46
"525",525,1,"102","Isatis tinctoria",1,49,0,50
"526",526,0.241028167264432,"102","Cynanchum hancockianum",0,50,3,47
"527",527,0.0100063155269179,"103","Heteropappus altaicus",18,32,6,44
"528",528,1.89228070550629e-05,"103","Ixeridium chinense",21,29,2,48
"529",529,0.738882680363527,"103","Setaria viridis",6,44,4,46
"530",530,0.531971058097401,"103","Psammochloa villosa",16,34,20,30
"531",531,0.16219923411315,"103","Euphorbia esula",2,48,7,43
"532",532,0.484641678788314,"103","Astragalus melilotoides",6,44,3,47
"533",533,1,"103","Bassia dasyphylla",14,36,13,37
"534",534,0.133455785299747,"103","Artemisia desertorum",20,30,12,38
"535",535,0.475050524053953,"103","Caragana korshinskii",2,48,0,50
"536",536,1,"103","Poa sphondylodes",0,50,1,49
"537",537,NA,"114","Seriphidium borotalense",50,0,50,0
"538",538,0.286934881996375,"114","Kochia prostrata",6,44,11,39
"539",539,0.254327181120566,"114","Stipa glareosa",16,34,10,40
"540",540,1,"114","Atraphaxis spinosa",0,50,1,49
"541",541,0.226086971208814,"115","Ferula sinkiangensis",14,35,8,41
"542",542,NA,"115","Seriphidium borotalense",49,0,49,0
"543",543,0.20621155815902,"115","Stipa glareosa",1,48,5,44
"544",544,0.240879650928647,"115","Ceratocarpus arenarius",3,46,0,49
"545",545,0.125625515731584,"115","Anabasis aphylla",0,49,4,45
"546",546,1,"115","Petrosimonia sibirica",1,48,1,48
"547",547,1,"134","Salsola arbusculiformis",1,24,0,25
"548",548,1,"134","Lappula barbata",1,24,1,24
"549",549,0.0272003506163066,"134","Stipa lessingiana",8,17,1,24
"550",550,0.47048642205879,"134","Acanthophyllum sp.",2,23,0,25
"551",551,0.00631127872852991,"135","Stipa lessingiana",10,15,1,24
"552",552,0.602167527748196,"135","Lappula barbata",3,22,1,24
"553",553,0.17207161769463,"135","Salsola arbusculiformis",8,17,3,22
"554",554,1,"135","Cousinia arctotidifolia",1,24,0,25
"555",555,1,"135","Nonea caspica",1,24,0,25
"556",556,0.302959754117632,"136","Stipa lessingiana",16,34,22,28
"557",557,0.623406208134734,"136","Cousinia arctotidifolia",12,38,9,41
"558",558,0.000193738588084761,"136","Lappula barbata",1,49,16,34
"559",559,1,"136","Acantholimon sp.",1,49,0,50
"560",560,0.126155842180226,"136","Salsola arbusculiformis",13,37,6,44
"561",561,0.475050524053953,"136","Nonea caspica",0,50,2,48
"562",562,1,"136","Centaurea sp.",1,49,1,49
"563",563,0.0436572845081241,"136","Artemisia sieberi",11,39,3,47
"564",564,0.475050524053953,"136","Astragalus sp.",0,50,2,48
"565",565,1,"136","5",0,50,1,49
"566",566,0.708573580229629,"137","Stipa lessingiana",35,3,33,5
"567",567,1.08721573673554e-07,"137","Festuca valesiaca",38,0,16,22
"568",568,1,"137","Achillea biebersteinii",4,34,3,35
"569",569,0.251349108810223,"137","Stachys turcomanica",16,22,22,16
"570",570,0.473621825810155,"137","Astragalus sp.",2,36,0,38
"571",571,0.000188042156420365,"137","Asperula arvensis",31,7,14,24
"572",572,0.0641087651679259,"137","Phlomis herba-venti",26,12,17,21
"573",573,0.004509523759763,"137","Melica ciliata",9,29,0,38
"574",574,0.778429910307765,"137","Eryngium caucasicum",9,29,7,31
"575",575,0.00888604357982365,"137","Dactylis glomerata",8,30,0,38
"576",576,1,"137","Alhagi camelorum",2,36,3,35
"577",577,0.0642025507289114,"137","Teucrium chamaedrys",5,33,0,38
"578",578,0.238721514841217,"137","Centaurea kotschyi",3,35,0,38
"579",579,0.0642025507289114,"137","Teucrium polium",5,33,0,38
"580",580,1,"137","Onobrychis sintenisii",1,37,0,38
"581",581,0.01753095070895,"137","Galium tenuissimum",9,29,1,37
"582",582,1,"137","Cousinia arctotidifolia",1,37,0,38
"583",583,0.123291597998009,"137","Convolvulus commutatus",4,34,0,38
"584",584,1,"137","Verbascum speciosum",1,37,0,38
"585",585,0.00111305589602159,"137","Rhamnus pallasii",11,27,0,38
"586",586,1,"137","Centaurea sp.",1,37,0,38
"587",587,0.514366136424525,"137","Agropyron trichophorum",7,31,4,34
"588",588,1,"137","Echinops ritrodes",1,37,1,37
"589",589,1,"137","Medicago sativa",1,37,0,38
"590",590,0.0334263237207384,"137","Artemisia sieberi",0,38,6,32
"591",591,1,"137","Salvia virgata",1,37,0,38
"592",592,1,"137","Dianthus orientalis",1,37,0,38
"593",593,0.473621825810155,"137","Crataegus azarolus",2,36,0,38
"594",594,0.473621825810155,"137","Cousinia decipiens",0,38,2,36
