"","table_no","p_value","exp_nurse_p","exp_nurse_a","exp_bare_p","exp_bare_a","res_nurse_p","res_nurse_a","res_bare_p","res_bare_a","site_ID","ID","graz","aridity","species","nurse_p","nurse_a","bare_p","bare_a","association"
"517",517,0.123891319166876,6,6,44,44,1.22474487139159,-1.22474487139159,-0.452267016866645,0.452267016866645,"30","102","1","0.7487","Setaria viridis",9,41,3,47,"neutral"
"518",518,1,1.5,1.5,48.5,48.5,-0.408248290463863,0.408248290463863,0.0717958158617738,-0.0717958158617738,"30","102","1","0.7487","Psammochloa villosa",1,49,2,48,"too_rare"
"519",519,0.00233529735558864,12,12,38,38,2.02072594216369,-2.02072594216369,-1.13554994791534,1.13554994791534,"30","102","1","0.7487","Euphorbia thymifolia",19,31,5,45,"nurse"
"520",520,0.0715507011601802,13.5,13.5,36.5,36.5,1.22474487139159,-1.22474487139159,-0.744845299742131,0.744845299742131,"30","102","1","0.7487","Heteropappus altaicus",18,32,9,41,"neutral"
"521",521,0.0219248852983418,18,18,32,32,1.4142135623731,-1.4142135623731,-1.06066017177982,1.06066017177982,"30","102","1","0.7487","Artemisia desertorum",24,26,12,38,"nurse"
"522",522,0.484641678788314,4.5,4.5,45.5,45.5,0.707106781186548,-0.707106781186548,-0.22237479499833,0.22237479499833,"30","102","1","0.7487","Lithospermum arvense",6,44,3,47,"too_rare"
"523",523,0.0744069135980521,6.5,6.5,43.5,43.5,1.37281294596729,-1.37281294596729,-0.530668630505232,0.530668630505232,"30","102","1","0.7487","ding ",10,40,3,47,"neutral"
"524",524,0.67369961498309,3,3,47,47,-0.577350269189626,0.577350269189626,0.145864991497895,-0.145864991497895,"30","102","1","0.7487","Astragalus melilotoides",2,48,4,46,"too_rare"
"525",525,1,0.5,0.5,49.5,49.5,0.707106781186547,-0.707106781186547,-0.0710669054518702,0.0710669054518702,"30","102","1","0.7487","Isatis tinctoria",1,49,0,50,"too_rare"
"526",526,0.241028167264432,1.5,1.5,48.5,48.5,-1.22474487139159,1.22474487139159,0.215387447585321,-0.215387447585321,"30","102","1","0.7487","Cynanchum hancockianum",0,50,3,47,"too_rare"
"527",527,0.0100063155269179,12,12,38,38,1.73205080756888,-1.73205080756888,-0.973328526784575,0.973328526784575,"30","103","0","0.7482","Heteropappus altaicus",18,32,6,44,"nurse"
"528",528,1.89228070550629e-05,11.5,11.5,38.5,38.5,2.80139716694305,-2.80139716694305,-1.53106363164822,1.53106363164822,"30","103","0","0.7482","Ixeridium chinense",21,29,2,48,"nurse"
"529",529,0.738882680363527,5,5,45,45,0.447213595499958,-0.447213595499958,-0.149071198499986,0.149071198499986,"30","103","0","0.7482","Setaria viridis",6,44,4,46,"neutral"
"530",530,0.531971058097401,18,18,32,32,-0.471404520791032,0.471404520791032,0.353553390593274,-0.353553390593274,"30","103","0","0.7482","Psammochloa villosa",16,34,20,30,"neutral"
"531",531,0.16219923411315,4.5,4.5,45.5,45.5,-1.17851130197758,1.17851130197758,0.370624658330551,-0.370624658330551,"30","103","0","0.7482","Euphorbia esula",2,48,7,43,"too_rare"
"532",532,0.484641678788314,4.5,4.5,45.5,45.5,0.707106781186548,-0.707106781186548,-0.22237479499833,0.22237479499833,"30","103","0","0.7482","Astragalus melilotoides",6,44,3,47,"too_rare"
"533",533,1,13.5,13.5,36.5,36.5,0.136082763487954,-0.136082763487954,-0.0827605888602368,0.0827605888602368,"30","103","0","0.7482","Bassia dasyphylla",14,36,13,37,"neutral"
"534",534,0.133455785299747,16,16,34,34,1,-1,-0.685994340570035,0.685994340570035,"30","103","0","0.7482","Artemisia desertorum",20,30,12,38,"neutral"
"535",535,0.475050524053953,1,1,49,49,1,-1,-0.142857142857143,0.142857142857143,"30","103","0","0.7482","Caragana korshinskii",2,48,0,50,"too_rare"
"536",536,1,0.5,0.5,49.5,49.5,-0.707106781186547,0.707106781186547,0.0710669054518702,-0.0710669054518702,"30","103","0","0.7482","Poa sphondylodes",0,50,1,49,"too_rare"
"537",537,NA,50,50,0,0,0,0,NA,NA,"34","114","2","0.9446","Seriphidium borotalense",50,0,50,0,"too_rare"
"538",538,0.286934881996375,8.5,8.5,41.5,41.5,-0.857492925712544,0.857492925712544,0.388075262853166,-0.388075262853166,"34","114","2","0.9446","Kochia prostrata",6,44,11,39,"neutral"
"539",539,0.254327181120566,13,13,37,37,0.832050294337844,-0.832050294337844,-0.493196961916072,0.493196961916072,"34","114","2","0.9446","Stipa glareosa",16,34,10,40,"neutral"
"540",540,1,0.5,0.5,49.5,49.5,-0.707106781186547,0.707106781186547,0.0710669054518702,-0.0710669054518702,"34","114","2","0.9446","Atraphaxis spinosa",0,50,1,49,"too_rare"
"541",541,0.226086971208814,11,11,38,38,0.904534033733291,-0.904534033733291,-0.486664263392288,0.486664263392288,"34","115","1","0.9434","Ferula sinkiangensis",14,35,8,41,"neutral"
"542",542,NA,49,49,0,0,0,0,NA,NA,"34","115","1","0.9434","Seriphidium borotalense",49,0,49,0,"too_rare"
"543",543,0.20621155815902,3,3,46,46,-1.15470053837925,1.15470053837925,0.294883912309794,-0.294883912309794,"34","115","1","0.9434","Stipa glareosa",1,48,5,44,"too_rare"
"544",544,0.240879650928647,1.5,1.5,47.5,47.5,1.22474487139159,-1.22474487139159,-0.217642875033004,0.217642875033004,"34","115","1","0.9434","Ceratocarpus arenarius",3,46,0,49,"too_rare"
"545",545,0.125625515731584,2,2,47,47,-1.41421356237309,1.41421356237309,0.291729982995789,-0.291729982995789,"34","115","1","0.9434","Anabasis aphylla",0,49,4,45,"too_rare"
"546",546,1,1,1,48,48,0,0,0,0,"34","115","1","0.9434","Petrosimonia sibirica",1,48,1,48,"too_rare"
"547",547,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"41","134","3","0.8256","Salsola arbusculiformis",1,24,0,25,"too_rare"
"548",548,1,1,1,24,24,0,0,0,0,"41","134","3","0.8256","Lappula barbata",1,24,1,24,"too_rare"
"549",549,0.0272003506163066,4.5,4.5,20.5,20.5,1.64991582276861,-1.64991582276861,-0.773020682523926,0.773020682523926,"41","134","3","0.8256","Stipa lessingiana",8,17,1,24,"too_rare"
"550",550,0.47048642205879,1,1,24,24,1,-1,-0.204124145231932,0.204124145231932,"41","134","3","0.8256","Acanthophyllum sp.",2,23,0,25,"too_rare"
"551",551,0.00631127872852991,5.5,5.5,19.5,19.5,1.91880644720049,-1.91880644720049,-1.01904933073014,1.01904933073014,"41","135","2","0.8259","Stipa lessingiana",10,15,1,24,"nurse"
"552",552,0.602167527748196,2,2,23,23,0.707106781186547,-0.707106781186547,-0.208514414057075,0.208514414057075,"41","135","2","0.8259","Lappula barbata",3,22,1,24,"too_rare"
"553",553,0.17207161769463,5.5,5.5,19.5,19.5,1.06600358177805,-1.06600358177805,-0.566138517072298,0.566138517072298,"41","135","2","0.8259","Salsola arbusculiformis",8,17,3,22,"neutral"
"554",554,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"41","135","2","0.8259","Cousinia arctotidifolia",1,24,0,25,"too_rare"
"555",555,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"41","135","2","0.8259","Nonea caspica",1,24,0,25,"too_rare"
"556",556,0.302959754117632,19,19,31,31,-0.688247201611685,0.688247201611685,0.538815906080325,-0.538815906080325,"41","136","1","0.8259","Stipa lessingiana",16,34,22,28,"neutral"
"557",557,0.623406208134734,10.5,10.5,39.5,39.5,0.462910049886276,-0.462910049886276,-0.238667185252719,0.238667185252719,"41","136","1","0.8259","Cousinia arctotidifolia",12,38,9,41,"neutral"
"558",558,0.000193738588084761,8.5,8.5,41.5,41.5,-2.57247877713763,2.57247877713763,1.1642257885595,-1.1642257885595,"41","136","1","0.8259","Lappula barbata",1,49,16,34,"bare"
"559",559,1,0.5,0.5,49.5,49.5,0.707106781186547,-0.707106781186547,-0.0710669054518702,0.0710669054518702,"41","136","1","0.8259","Acantholimon sp.",1,49,0,50,"too_rare"
"560",560,0.126155842180226,9.5,9.5,40.5,40.5,1.13554994791534,-1.13554994791534,-0.54997194092287,0.54997194092287,"41","136","1","0.8259","Salsola arbusculiformis",13,37,6,44,"neutral"
"561",561,0.475050524053953,1,1,49,49,-1,1,0.142857142857143,-0.142857142857143,"41","136","1","0.8259","Nonea caspica",0,50,2,48,"too_rare"
"562",562,1,1,1,49,49,0,0,0,0,"41","136","1","0.8259","Centaurea sp.",1,49,1,49,"too_rare"
"563",563,0.0436572845081241,7,7,43,43,1.51185789203691,-1.51185789203691,-0.609994281330419,0.609994281330419,"41","136","1","0.8259","Artemisia sieberi",11,39,3,47,"nurse"
"564",564,0.475050524053953,1,1,49,49,-1,1,0.142857142857143,-0.142857142857143,"41","136","1","0.8259","Astragalus sp.",0,50,2,48,"too_rare"
"565",565,1,0.5,0.5,49.5,49.5,-0.707106781186547,0.707106781186547,0.0710669054518702,-0.0710669054518702,"41","136","1","0.8259","5",0,50,1,49,"too_rare"
"566",566,0.708573580229629,34,34,4,4,0.171498585142509,-0.171498585142509,-0.5,0.5,"42","137","3","0.8177","Stipa lessingiana",35,3,33,5,"too_rare"
"567",567,1.08721573673554e-07,27,27,11,11,2.11695098702863,-2.11695098702863,-3.3166247903554,3.3166247903554,"42","137","3","0.8177","Festuca valesiaca",38,0,16,22,"nurse"
"568",568,1,3.5,3.5,34.5,34.5,0.267261241912424,-0.267261241912424,-0.0851256530758749,0.0851256530758749,"42","137","3","0.8177","Achillea biebersteinii",4,34,3,35,"too_rare"
"569",569,0.251349108810223,19,19,19,19,-0.688247201611685,0.688247201611685,0.688247201611685,-0.688247201611685,"42","137","3","0.8177","Stachys turcomanica",16,22,22,16,"neutral"
"570",570,0.473621825810155,1,1,37,37,1,-1,-0.164398987305357,0.164398987305357,"42","137","3","0.8177","Astragalus sp.",2,36,0,38,"too_rare"
"571",571,0.000188042156420365,22.5,22.5,15.5,15.5,1.79195734076208,-1.79195734076208,-2.15900215900324,2.15900215900324,"42","137","3","0.8177","Asperula arvensis",31,7,14,24,"nurse"
"572",572,0.0641087651679259,21.5,21.5,16.5,16.5,0.970494958830946,-0.970494958830946,-1.10782341881399,1.10782341881399,"42","137","3","0.8177","Phlomis herba-venti",26,12,17,21,"neutral"
"573",573,0.004509523759763,4.5,4.5,33.5,33.5,2.12132034355964,-2.12132034355964,-0.777481583023224,0.777481583023224,"42","137","3","0.8177","Melica ciliata",9,29,0,38,"too_rare"
"574",574,0.778429910307765,8,8,30,30,0.353553390593274,-0.353553390593274,-0.182574185835055,0.182574185835055,"42","137","3","0.8177","Eryngium caucasicum",9,29,7,31,"neutral"
"575",575,0.00888604357982365,4,4,34,34,2,-2,-0.685994340570035,0.685994340570035,"42","137","3","0.8177","Dactylis glomerata",8,30,0,38,"too_rare"
"576",576,1,2.5,2.5,35.5,35.5,-0.316227766016838,0.316227766016838,0.0839181358296689,-0.0839181358296689,"42","137","3","0.8177","Alhagi camelorum",2,36,3,35,"too_rare"
"577",577,0.0642025507289114,2.5,2.5,35.5,35.5,1.58113883008419,-1.58113883008419,-0.419590679148345,0.419590679148345,"42","137","3","0.8177","Teucrium chamaedrys",5,33,0,38,"too_rare"
"578",578,0.238721514841217,1.5,1.5,36.5,36.5,1.22474487139159,-1.22474487139159,-0.24828176658071,0.24828176658071,"42","137","3","0.8177","Centaurea kotschyi",3,35,0,38,"too_rare"
"579",579,0.0642025507289114,2.5,2.5,35.5,35.5,1.58113883008419,-1.58113883008419,-0.419590679148345,0.419590679148345,"42","137","3","0.8177","Teucrium polium",5,33,0,38,"too_rare"
"580",580,1,0.5,0.5,37.5,37.5,0.707106781186547,-0.707106781186547,-0.0816496580927726,0.0816496580927726,"42","137","3","0.8177","Onobrychis sintenisii",1,37,0,38,"too_rare"
"581",581,0.01753095070895,5,5,33,33,1.78885438199983,-1.78885438199983,-0.696310623822791,0.696310623822791,"42","137","3","0.8177","Galium tenuissimum",9,29,1,37,"nurse"
"582",582,1,0.5,0.5,37.5,37.5,0.707106781186547,-0.707106781186547,-0.0816496580927726,0.0816496580927726,"42","137","3","0.8177","Cousinia arctotidifolia",1,37,0,38,"too_rare"
"583",583,0.123291597998009,2,2,36,36,1.41421356237309,-1.41421356237309,-0.333333333333333,0.333333333333333,"42","137","3","0.8177","Convolvulus commutatus",4,34,0,38,"too_rare"
"584",584,1,0.5,0.5,37.5,37.5,0.707106781186547,-0.707106781186547,-0.0816496580927726,0.0816496580927726,"42","137","3","0.8177","Verbascum speciosum",1,37,0,38,"too_rare"
"585",585,0.00111305589602159,5.5,5.5,32.5,32.5,2.34520787991171,-2.34520787991171,-0.964763821237732,0.964763821237732,"42","137","3","0.8177","Rhamnus pallasii",11,27,0,38,"nurse"
"586",586,1,0.5,0.5,37.5,37.5,0.707106781186547,-0.707106781186547,-0.0816496580927726,0.0816496580927726,"42","137","3","0.8177","Centaurea sp.",1,37,0,38,"too_rare"
"587",587,0.514366136424525,5.5,5.5,32.5,32.5,0.639602149066831,-0.639602149066831,-0.263117405792109,0.263117405792109,"42","137","3","0.8177","Agropyron trichophorum",7,31,4,34,"neutral"
"588",588,1,1,1,37,37,0,0,0,0,"42","137","3","0.8177","Echinops ritrodes",1,37,1,37,"too_rare"
"589",589,1,0.5,0.5,37.5,37.5,0.707106781186547,-0.707106781186547,-0.0816496580927726,0.0816496580927726,"42","137","3","0.8177","Medicago sativa",1,37,0,38,"too_rare"
"590",590,0.0334263237207384,3,3,35,35,-1.73205080756888,1.73205080756888,0.50709255283711,-0.50709255283711,"42","137","3","0.8177","Artemisia sieberi",0,38,6,32,"too_rare"
"591",591,1,0.5,0.5,37.5,37.5,0.707106781186547,-0.707106781186547,-0.0816496580927726,0.0816496580927726,"42","137","3","0.8177","Salvia virgata",1,37,0,38,"too_rare"
"592",592,1,0.5,0.5,37.5,37.5,0.707106781186547,-0.707106781186547,-0.0816496580927726,0.0816496580927726,"42","137","3","0.8177","Dianthus orientalis",1,37,0,38,"too_rare"
"593",593,0.473621825810155,1,1,37,37,1,-1,-0.164398987305357,0.164398987305357,"42","137","3","0.8177","Crataegus azarolus",2,36,0,38,"too_rare"
"594",594,0.473621825810155,1,1,37,37,-1,1,0.164398987305357,-0.164398987305357,"42","137","3","0.8177","Cousinia decipiens",0,38,2,36,"too_rare"
"595",595,1,0.5,0.5,37.5,37.5,0.707106781186547,-0.707106781186547,-0.0816496580927726,0.0816496580927726,"42","137","3","0.8177","Scabiosa rotata",1,37,0,38,"too_rare"
"596",596,1,0.5,0.5,37.5,37.5,0.707106781186547,-0.707106781186547,-0.0816496580927726,0.0816496580927726,"42","137","3","0.8177","Crupina vulgaris",1,37,0,38,"too_rare"
"597",597,0.000140078517083344,25.5,25.5,13.5,13.5,1.68325082306035,-1.68325082306035,-2.31340697929522,2.31340697929522,"42","138","2","0.8177","Festuca valesiaca",34,5,17,22,"nurse"
"598",598,2.54527701181027e-07,14.5,14.5,24.5,24.5,3.02004795577362,-3.02004795577362,-2.32335085247008,2.32335085247008,"42","138","2","0.8177","Dactylis glomerata",26,13,3,36,"nurse"
"599",599,0.0334667955225933,4.5,4.5,34.5,34.5,1.64991582276861,-1.64991582276861,-0.595879571531124,0.595879571531124,"42","138","2","0.8177","Scabiosa rotata",8,31,1,38,"too_rare"
"600",600,1,11,11,28,28,0,0,0,0,"42","138","2","0.8177","Glycyrrhiza glabra",11,28,11,28,"neutral"
"601",601,1,19,19,20,20,0,0,0,0,"42","138","2","0.8177","Stipa barbata",19,20,19,20,"neutral"
"602",602,0.000100392453376378,10,10,29,29,2.5298221281347,-2.5298221281347,-1.48556270541641,1.48556270541641,"42","138","2","0.8177","Agropyron cristatum",18,21,2,37,"nurse"
"603",603,0.136253987977901,27.5,27.5,11.5,11.5,0.667423812471915,-0.667423812471915,-1.03209369308428,1.03209369308428,"42","138","2","0.8177","Asperula arvensis",31,8,24,15,"neutral"
"604",604,0.0382894035124389,16,16,23,23,1.25,-1.25,-1.04257207028537,1.04257207028537,"42","138","2","0.8177","Galium tenuissimum",21,18,11,28,"nurse"
"605",605,1,11.5,11.5,27.5,27.5,-0.147441956154897,0.147441956154897,0.0953462589245592,-0.0953462589245592,"42","138","2","0.8177","Convolvulus commutatus",11,28,12,27,"neutral"
"606",606,0.473775013755447,1,1,38,38,1,-1,-0.162221421130763,0.162221421130763,"42","138","2","0.8177","Crupina vulgaris",2,37,0,39,"too_rare"
"607",607,0.202396015972959,3,3,36,36,1.15470053837925,-1.15470053837925,-0.333333333333333,0.333333333333333,"42","138","2","0.8177","Eryngium caucasicum",5,34,1,38,"too_rare"
"608",608,1,0.5,0.5,38.5,38.5,0.707106781186547,-0.707106781186547,-0.080582296402538,0.080582296402538,"42","138","2","0.8177","Crataegus azarolus",1,38,0,39,"too_rare"
"609",609,0.0336207167463645,3,3,36,36,1.73205080756888,-1.73205080756888,-0.5,0.5,"42","138","2","0.8177","Inula oculus-christi",6,33,0,39,"too_rare"
"610",610,0.708992143921637,4,4,35,35,0.5,-0.5,-0.169030850945703,0.169030850945703,"42","138","2","0.8177","Medicago sativa",5,34,3,36,"too_rare"
"611",611,1,0.5,0.5,38.5,38.5,0.707106781186547,-0.707106781186547,-0.080582296402538,0.080582296402538,"42","138","2","0.8177","Potentilla recta",1,38,0,39,"too_rare"
"612",612,0.194787050793491,10,10,29,29,0.948683298050514,-0.948683298050514,-0.557086014531156,0.557086014531156,"42","138","2","0.8177","Verbascum speciosum",13,26,7,32,"neutral"
"613",613,0.202396015972959,3,3,36,36,1.15470053837925,-1.15470053837925,-0.333333333333333,0.333333333333333,"42","138","2","0.8177","Hypericum elongatum",5,34,1,38,"too_rare"
"614",614,0.156300154122608,4.5,4.5,34.5,34.5,1.17851130197758,-1.17851130197758,-0.425628265379374,0.425628265379374,"42","138","2","0.8177","Cerasus pseudoprostrata",7,32,2,37,"too_rare"
"615",615,0.0282313105525453,8.5,8.5,30.5,30.5,1.54348726628258,-1.54348726628258,-0.814821714382667,0.814821714382667,"42","138","2","0.8177","Phlomis herba-venti",13,26,4,35,"nurse"
"616",616,1,0.5,0.5,38.5,38.5,0.707106781186547,-0.707106781186547,-0.080582296402538,0.080582296402538,"42","138","2","0.8177","Phlomis cancellata",1,38,0,39,"too_rare"
"617",617,0.320584286237934,11.5,11.5,27.5,27.5,-0.737209780774486,0.737209780774486,0.476731294622796,-0.476731294622796,"42","138","2","0.8177","Echinops ritrodes",9,30,14,25,"neutral"
"618",618,1,0.5,0.5,38.5,38.5,0.707106781186547,-0.707106781186547,-0.080582296402538,0.080582296402538,"42","138","2","0.8177","Centaurea kotschyi",1,38,0,39,"too_rare"
"619",619,0.0683138631508986,6.5,6.5,32.5,32.5,1.37281294596729,-1.37281294596729,-0.61394061351492,0.61394061351492,"42","138","2","0.8177","Achillea biebersteinii",10,29,3,36,"neutral"
"620",620,0.473775013755447,1,1,38,38,1,-1,-0.162221421130763,0.162221421130763,"42","138","2","0.8177","Rosa persica",2,37,0,39,"too_rare"
"621",621,1,0.5,0.5,38.5,38.5,0.707106781186547,-0.707106781186547,-0.080582296402538,0.080582296402538,"42","138","2","0.8177","Astragalus sp.",1,38,0,39,"too_rare"
"622",622,1,0.5,0.5,38.5,38.5,-0.707106781186547,0.707106781186547,0.080582296402538,-0.080582296402538,"42","138","2","0.8177","Centaurea virgata",0,39,1,38,"too_rare"
"623",623,0.650612963932754,19.5,19.5,19.5,19.5,0.339683110243379,-0.339683110243379,-0.339683110243379,0.339683110243379,"42","138","2","0.8177","Stipa lessingiana",21,18,18,21,"neutral"
"624",624,1,0.5,0.5,38.5,38.5,0.707106781186547,-0.707106781186547,-0.080582296402538,0.080582296402538,"42","138","2","0.8177","Bromus tomentellus",1,38,0,39,"too_rare"
"625",625,0.0177506901894609,5,5,34,34,1.78885438199983,-1.78885438199983,-0.685994340570035,0.685994340570035,"42","138","2","0.8177","Rhamnus pallasii",9,30,1,38,"nurse"
"626",626,0.0644430905064315,2.5,2.5,36.5,36.5,1.58113883008419,-1.58113883008419,-0.413802944301184,0.413802944301184,"42","138","2","0.8177","Melica ciliata",5,34,0,39,"too_rare"
"627",627,0.60771653421721,2,2,37,37,-0.707106781186547,0.707106781186547,0.164398987305357,-0.164398987305357,"42","138","2","0.8177","Cousinia decipiens",1,38,3,36,"too_rare"
"628",628,0.473775013755447,1,1,38,38,1,-1,-0.162221421130763,0.162221421130763,"42","138","2","0.8177","Centaurea sp.",2,37,0,39,"too_rare"
"629",629,1,0.5,0.5,38.5,38.5,0.707106781186547,-0.707106781186547,-0.080582296402538,0.080582296402538,"42","138","2","0.8177","Teucrium chamaedrys",1,38,0,39,"too_rare"
"630",630,0.141230355179347,7,7,33,33,1.13389341902768,-1.13389341902768,-0.522232967867094,0.522232967867094,"42","139","1","0.8177","Crupina vulgaris",10,30,4,36,"neutral"
"631",631,0.819476976777521,24,24,16,16,-0.204124145231932,0.204124145231932,0.25,-0.25,"42","139","1","0.8177","Stachys turcomanica",23,17,25,15,"neutral"
"632",632,0.822186767238018,22,22,18,18,-0.21320071635561,0.21320071635561,0.235702260395516,-0.235702260395516,"42","139","1","0.8177","Inula oculus-christi",21,19,23,17,"neutral"
"633",633,0.155999971388297,13.5,13.5,26.5,26.5,-0.95257934441568,0.95257934441568,0.679900103650085,-0.679900103650085,"42","139","1","0.8177","Haplophyllum acutifolium",10,30,17,23,"neutral"
"634",634,0.0023457869795668,35,35,5,5,-0.845154254728517,0.845154254728517,2.23606797749979,-2.23606797749979,"42","139","1","0.8177","Stipa lessingiana",30,10,40,0,"bare"
