"","table_no","p_value","exp_nurse_p","exp_nurse_a","exp_bare_p","exp_bare_a","res_nurse_p","res_nurse_a","res_bare_p","res_bare_a","site_ID","ID","graz","aridity","species","nurse_p","nurse_a","bare_p","bare_a","association"
"1028",1028,0.810181236410474,10,10,65,65,0.316227766016838,-0.316227766016838,-0.124034734589208,0.124034734589208,"45","149","1","0.8739","Bunium cylindricum",11,64,9,66,"neutral"
"1029",1029,1,1.5,1.5,73.5,73.5,0.408248290463863,-0.408248290463863,-0.0583211843519804,0.0583211843519804,"45","149","1","0.8739","Onobrychis radiata",2,73,1,74,"too_rare"
"1030",1030,0.128408188444953,2,2,73,73,1.41421356237309,-1.41421356237309,-0.234082294392261,0.234082294392261,"45","149","1","0.8739","Galium elegans",4,71,0,75,"too_rare"
"1031",1031,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"45","149","1","0.8739","Haplophyllum acutifolium",0,75,1,74,"too_rare"
"1032",1032,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"45","149","1","0.8739","Onobrychis pulchella ",0,75,1,74,"too_rare"
"1033",1033,1.25514667101674e-06,11,11,64,64,3.3166247903554,-3.3166247903554,-1.375,1.375,"45","149","1","0.8739","Artemisia kopetdaghensis",22,53,0,75,"nurse"
"1034",1034,0.612293027457368,2,2,73,73,0.707106781186547,-0.707106781186547,-0.117041147196131,0.117041147196131,"45","149","1","0.8739","Zygophyllum atriplicoides",3,72,1,74,"too_rare"
"1035",1035,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"45","149","1","0.8739","Koelpinia linearis",1,74,0,75,"too_rare"
"1036",1036,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"45","149","1","0.8739","Kochia prostrata",1,74,0,75,"too_rare"
"1037",1037,0.121521372097114,3.5,3.5,71.5,71.5,-1.33630620956212,1.33630620956212,0.295656197994541,-0.295656197994541,"45","149","1","0.8739","Phlomoides labiosa",1,74,6,69,"too_rare"
"1038",1038,1,1,1,74,74,0,0,0,0,"45","149","1","0.8739","Stipa arabica",1,74,1,74,"too_rare"
"1039",1039,1,2,2,73,73,0,0,0,0,"45","149","1","0.8739","Stachys lavandulifolia",2,73,2,73,"too_rare"
"1040",1040,1,1.5,1.5,73.5,73.5,0.408248290463863,-0.408248290463863,-0.0583211843519804,0.0583211843519804,"45","149","1","0.8739","Astragalus filicaulis",2,73,1,74,"too_rare"
"1041",1041,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"45","149","1","0.8739","Ephedra  foliata",1,74,0,75,"too_rare"
"1042",1042,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"45","149","1","0.8739","Onobrychis chorassanica",0,75,1,74,"too_rare"
"1043",1043,1,9,9,66,66,0,0,0,0,"45","149","1","0.8739","Carex stenophylla",9,66,9,66,"neutral"
"1044",1044,1,1,1,74,74,0,0,0,0,"45","149","1","0.8739","Ephedra foliata",1,74,1,74,"too_rare"
"1045",1045,1,1.5,1.5,73.5,73.5,-0.408248290463863,0.408248290463863,0.0583211843519804,-0.0583211843519804,"45","149","1","0.8739","Centaurea virgata",1,74,2,73,"too_rare"
"1046",1046,1,1,1,74,74,0,0,0,0,"45","149","1","0.8739","Eremodaucus lehmannii",1,74,1,74,"too_rare"
"1047",1047,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"45","149","1","0.8739","Astragalus sp.ver",1,74,0,75,"too_rare"
"1048",1048,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"45","149","1","0.8739","Convolvulus lineatus",0,75,1,74,"too_rare"
"1049",1049,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"45","149","1","0.8739","Poa bulbosa",0,75,1,74,"too_rare"
"1050",1050,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"45","149","1","0.8739","Vicia subvillosa",1,74,0,75,"too_rare"
"1051",1051,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"45","149","1","0.8739","Cousinia sp.",0,75,1,74,"too_rare"
"1052",1052,1,2.5,2.5,72.5,72.5,-0.316227766016838,0.316227766016838,0.0587220219514703,-0.0587220219514703,"45","150","0","0.8739","Crambe kotschyana",2,73,3,72,"too_rare"
"1053",1053,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"45","150","0","0.8739","Carex stenophylla",0,75,1,74,"too_rare"
"1054",1054,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"45","150","0","0.8739","Alyssum desertorum",0,75,1,74,"too_rare"
"1055",1055,0.612293027457368,2,2,73,73,0.707106781186547,-0.707106781186547,-0.117041147196131,0.117041147196131,"45","150","0","0.8739","Galium elegans",3,72,1,74,"too_rare"
"1056",1056,2.33172545789963e-13,20.5,20.5,54.5,54.5,4.52769256906871,-4.52769256906871,-2.77687039206225,2.77687039206225,"45","150","0","0.8739","Artemisia kopetdaghensis",41,34,0,75,"nurse"
"1057",1057,1,1,1,74,74,0,0,0,0,"45","150","0","0.8739","Tulipa undulatifolia",1,74,1,74,"too_rare"
"1058",1058,0.0494416605603103,7,7,68,68,1.51185789203691,-1.51185789203691,-0.485071250072666,0.485071250072666,"45","150","0","0.8739","Eremodaucus lehmannii",11,64,3,72,"nurse"
"1059",1059,1,10,10,65,65,0,0,0,0,"45","150","0","0.8739","Bunium cylindricum",10,65,10,65,"neutral"
"1060",1060,0.36297143233983,2.5,2.5,72.5,72.5,0.948683298050514,-0.948683298050514,-0.176166065854411,0.176166065854411,"45","150","0","0.8739","Zygophyllum atriplicoides",4,71,1,74,"too_rare"
"1061",1061,1,3.5,3.5,71.5,71.5,-0.267261241912424,0.267261241912424,0.0591312395989083,-0.0591312395989083,"45","150","0","0.8739","Ephedra foliata",3,72,4,71,"too_rare"
"1062",1062,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"45","150","0","0.8739","Amygdalus spinosissima",1,74,0,75,"too_rare"
"1063",1063,1,1.5,1.5,73.5,73.5,0.408248290463863,-0.408248290463863,-0.0583211843519804,0.0583211843519804,"45","150","0","0.8739","Torginia latipholia",2,73,1,74,"too_rare"
"1064",1064,0.612293027457368,2,2,73,73,0.707106781186547,-0.707106781186547,-0.117041147196131,0.117041147196131,"45","150","0","0.8739","Stachys lavandulifolia",3,72,1,74,"too_rare"
"1065",1065,1,2,2,73,73,0,0,0,0,"45","150","0","0.8739","Stachys trinervis",2,73,2,73,"too_rare"
"1066",1066,1,1,1,74,74,0,0,0,0,"45","150","0","0.8739","Allium sp.",1,74,1,74,"too_rare"
"1067",1067,1,1,1,74,74,0,0,0,0,"45","150","0","0.8739","Noaea macrenata",1,74,1,74,"too_rare"
"1068",1068,1,1.5,1.5,73.5,73.5,-0.408248290463863,0.408248290463863,0.0583211843519804,-0.0583211843519804,"45","150","0","0.8739","Astragalus brevidens",1,74,2,73,"too_rare"
"1069",1069,0.476546211785049,1,1,74,74,-1,1,0.116247638743819,-0.116247638743819,"45","150","0","0.8739","Cousinia microcarpa",0,75,2,73,"too_rare"
"1070",1070,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"45","150","0","0.8739","Haplophyllum acutifolium",0,75,1,74,"too_rare"
"1071",1071,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"45","150","0","0.8739","Convolvulus lineatus",0,75,1,74,"too_rare"
"1072",1072,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"45","150","0","0.8739","Pistacia vera",1,74,0,75,"too_rare"
"1073",1073,1,0.5,0.5,11.5,11.5,0.707106781186547,-0.707106781186547,-0.147441956154897,0.147441956154897,"46","151","3","0.7905","Phillyrea latifolia",1,11,0,12,"too_rare"
"1074",1074,0.46018093544712,1,1,11,11,1,-1,-0.301511344577764,0.301511344577764,"46","151","3","0.7905","Rhamnus lycioides",2,10,0,12,"too_rare"
"1075",1075,0.000743279868849208,4.5,4.5,7.5,7.5,2.12132034355964,-2.12132034355964,-1.6431676725155,1.6431676725155,"46","151","3","0.7905","Asparagus aphyllus",9,3,0,12,"too_rare"
"1076",1076,0.000194269498897417,5,5,7,7,2.23606797749979,-2.23606797749979,-1.88982236504614,1.88982236504614,"46","151","3","0.7905","Ephedra foeminea",10,2,0,12,"nurse"
"1077",1077,0.583882420770365,2,2,10,10,0.707106781186547,-0.707106781186547,-0.316227766016838,0.316227766016838,"46","151","3","0.7905","Capparis spinosa",3,9,1,11,"too_rare"
"1078",1078,0.018422125454099,3,3,9,9,1.73205080756888,-1.73205080756888,-1,1,"46","151","3","0.7905","Pistacia lentiscus",6,6,0,12,"too_rare"
"1079",1079,0.217043907756942,1.5,1.5,10.5,10.5,1.22474487139159,-1.22474487139159,-0.462910049886276,0.462910049886276,"46","151","3","0.7905","Prasium majus",3,9,0,12,"too_rare"
"1080",1080,1,0.5,0.5,11.5,11.5,0.707106781186547,-0.707106781186547,-0.147441956154897,0.147441956154897,"46","151","3","0.7905","Olea europaea",1,11,0,12,"too_rare"
"1081",1081,1,0.5,0.5,11.5,11.5,0.707106781186547,-0.707106781186547,-0.147441956154897,0.147441956154897,"46","151","3","0.7905","Phagnalon rupestre",1,11,0,12,"too_rare"
"1082",1082,1,0.5,0.5,11.5,11.5,0.707106781186547,-0.707106781186547,-0.147441956154897,0.147441956154897,"46","151","3","0.7905","Ballota undulata",1,11,0,12,"too_rare"
"1083",1083,0.0581197124058091,2.5,2.5,20.5,20.5,1.58113883008419,-1.58113883008419,-0.552157630374233,0.552157630374233,"46","152","2","0.79","Pistacia lentiscus",5,18,0,23,"too_rare"
"1084",1084,0.00647012387374385,4,4,19,19,2,-2,-0.917662935482247,0.917662935482247,"46","152","2","0.79","Rhamnus lycioides",8,15,0,23,"too_rare"
"1085",1085,0.00129474685217264,5,5,18,18,2.23606797749979,-2.23606797749979,-1.17851130197758,1.17851130197758,"46","152","2","0.79","Asparagus aphyllus",10,13,0,23,"nurse"
"1086",1086,0.00647012387374385,4,4,19,19,2,-2,-0.917662935482247,0.917662935482247,"46","152","2","0.79","Ephedra foeminea",8,15,0,23,"too_rare"
"1087",1087,0.00647012387374385,4,4,19,19,2,-2,-0.917662935482247,0.917662935482247,"46","152","2","0.79","Prasium majus",8,15,0,23,"too_rare"
"1088",1088,0.469680618080829,1,1,22,22,1,-1,-0.21320071635561,0.21320071635561,"46","152","2","0.79","Capparis spinosa",2,21,0,23,"too_rare"
"1089",1089,1,1.5,1.5,21.5,21.5,0.408248290463863,-0.408248290463863,-0.107832773203438,0.107832773203438,"46","152","2","0.79","Sarcopoterium spinosum",2,21,1,22,"too_rare"
"1090",1090,1,0.5,0.5,22.5,22.5,0.707106781186547,-0.707106781186547,-0.105409255338946,0.105409255338946,"46","152","2","0.79","Teucrium capitatum",1,22,0,23,"too_rare"
"1091",1091,1,0.5,0.5,22.5,22.5,0.707106781186547,-0.707106781186547,-0.105409255338946,0.105409255338946,"46","152","2","0.79","Phagnalon rupestre",1,22,0,23,"too_rare"
"1092",1092,1,0.5,0.5,22.5,22.5,0.707106781186547,-0.707106781186547,-0.105409255338946,0.105409255338946,"46","152","2","0.79","Amygdalus communis",1,22,0,23,"too_rare"
"1093",1093,0.121711196166435,2,2,31,31,-1.41421356237309,1.41421356237309,0.35921060405355,-0.35921060405355,"46","153","1","0.7834","Salvia dominica",0,33,4,29,"too_rare"
"1094",1094,1,0.5,0.5,32.5,32.5,-0.707106781186547,0.707106781186547,0.0877058019307029,-0.0877058019307029,"46","153","1","0.7834","Polygonum equisetiforme",0,33,1,32,"too_rare"
"1095",1095,0.016460274023292,3.5,3.5,29.5,29.5,-1.87082869338697,1.87082869338697,0.644402232528826,-0.644402232528826,"46","153","1","0.7834","Pallenis spinosa",0,33,7,26,"too_rare"
"1096",1096,0.472713922735059,1,1,32,32,-1,1,0.176776695296637,-0.176776695296637,"46","153","1","0.7834","Piptatherum miliaceum",0,33,2,31,"too_rare"
"1097",1097,0.257866980329642,4,4,29,29,-1,1,0.371390676354104,-0.371390676354104,"46","153","1","0.7834","Ononis natrix",2,31,6,27,"too_rare"
"1098",1098,1,4,4,29,29,0,0,0,0,"46","153","1","0.7834","Ballota undulata",4,29,4,29,"too_rare"
"1099",1099,0.0608076790261675,10,10,23,23,1.26491106406735,-1.26491106406735,-0.834057656228299,0.834057656228299,"46","153","1","0.7834","Asparagus aphyllus",14,19,6,27,"neutral"
"1100",1100,1,0.5,0.5,32.5,32.5,0.707106781186547,-0.707106781186547,-0.0877058019307029,0.0877058019307029,"46","153","1","0.7834","Echium judaeum",1,32,0,33,"too_rare"
"1101",1101,0.472713922735059,1,1,32,32,-1,1,0.176776695296637,-0.176776695296637,"46","153","1","0.7834","Capparis spinosa",0,33,2,31,"too_rare"
"1102",1102,0.016460274023292,3.5,3.5,29.5,29.5,1.87082869338697,-1.87082869338697,-0.644402232528826,0.644402232528826,"46","153","1","0.7834","Ephedra foeminea",7,26,0,33,"too_rare"
"1103",1103,1,0.5,0.5,32.5,32.5,0.707106781186547,-0.707106781186547,-0.0877058019307029,0.0877058019307029,"46","153","1","0.7834","Teucrium capitatum",1,32,0,33,"too_rare"
"1104",1104,1,4.5,4.5,9.5,9.5,0.235702260395516,-0.235702260395516,-0.162221421130763,0.162221421130763,"46","154","0","0.7976","Sarcopoterium spinosum",5,9,4,10,"too_rare"
"1105",1105,0.000109045385951739,5.5,5.5,8.5,8.5,-2.34520787991171,2.34520787991171,1.8864844365676,-1.8864844365676,"46","154","0","0.7976","Teucrium capitatum",0,14,11,3,"bare"
"1106",1106,0.167064276914894,3,3,11,11,-1.15470053837925,1.15470053837925,0.603022689155527,-0.603022689155527,"46","154","0","0.7976","Fumana arabica",1,13,5,9,"too_rare"
"1107",1107,1,12.5,12.5,1.5,1.5,0.14142135623731,-0.14142135623731,-0.408248290463863,0.408248290463863,"46","154","0","0.7976","Hyparrhenia hirta",13,1,12,2,"too_rare"
"1108",1108,5.4367306451778e-06,7.5,7.5,6.5,6.5,2.37346441585572,-2.37346441585572,-2.54950975679639,2.54950975679639,"46","154","0","0.7976","Rhamnus lycioides",14,0,1,13,"nurse"
"1109",1109,0.00243374980798654,7.5,7.5,6.5,6.5,1.6431676725155,-1.6431676725155,-1.76504521624366,1.76504521624366,"46","154","0","0.7976","Asparagus aphyllus",12,2,3,11,"nurse"
"1110",1110,1,1,1,13,13,0,0,0,0,"46","154","0","0.7976","Prasium majus",1,13,1,13,"too_rare"
"1111",1111,1,9.5,9.5,4.5,4.5,0.162221421130763,-0.162221421130763,-0.235702260395516,0.235702260395516,"46","154","0","0.7976","Phagnalon rupestre",10,4,9,5,"too_rare"
"1112",1112,1,1,1,13,13,0,0,0,0,"46","154","0","0.7976","Phillyrea latifolia",1,13,1,13,"too_rare"
"1113",1113,1,0.5,0.5,13.5,13.5,-0.707106781186547,0.707106781186547,0.136082763487954,-0.136082763487954,"46","154","0","0.7976","Echium judaeum",0,14,1,13,"too_rare"
"1114",1114,0.589154465450058,2,2,12,12,0.707106781186547,-0.707106781186547,-0.288675134594813,0.288675134594813,"46","154","0","0.7976","Ephedra foeminea",3,11,1,13,"too_rare"
"1115",1115,0.221699993764877,1.5,1.5,12.5,12.5,-1.22474487139159,1.22474487139159,0.424264068711929,-0.424264068711929,"46","154","0","0.7976","Helichrysum sanguineum",0,14,3,11,"too_rare"
"1116",1116,1,1.5,1.5,73.5,73.5,-0.408248290463863,0.408248290463863,0.0583211843519804,-0.0583211843519804,"47","155","3","0.6631","Capparis spinosa",1,74,2,73,"too_rare"
"1117",1117,0.0201990923207849,3.5,3.5,71.5,71.5,-1.87082869338697,1.87082869338697,0.413918677192358,-0.413918677192358,"47","156","2","0.6631","Capparis spinosa",0,75,7,68,"too_rare"
"1118",1118,0.243443186193133,1.5,1.5,73.5,73.5,-1.22474487139159,1.22474487139159,0.174963553055941,-0.174963553055941,"47","157","1","0.6719","Capparis spinosa",0,75,3,72,"too_rare"
"1119",1119,0.128408188444953,2,2,73,73,1.41421356237309,-1.41421356237309,-0.234082294392261,0.234082294392261,"47","157","1","0.6719","origanum syriacum",4,71,0,75,"too_rare"
"1120",1120,0.0201990923207849,3.5,3.5,71.5,71.5,1.87082869338697,-1.87082869338697,-0.413918677192358,0.413918677192358,"47","158","0","0.6719","Dianthus strictus",7,68,0,75,"too_rare"
"1121",1121,1,1,1,74,74,0,0,0,0,"47","158","0","0.6719","Capparis spinosa",1,74,1,74,"too_rare"
"1122",1122,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"47","158","0","0.6719","Hypericum triquetrifolium",1,74,0,75,"too_rare"
"1123",1123,1,0.5,0.5,75.5,75.5,-0.707106781186547,0.707106781186547,0.0575435337648436,-0.0575435337648436,"48","159","3","0.89","Pituranthos tortuosus",0,76,1,75,"too_rare"
"1124",1124,1,0.5,0.5,75.5,75.5,-0.707106781186547,0.707106781186547,0.0575435337648436,-0.0575435337648436,"48","159","3","0.89","Teucrium capitatum",0,76,1,75,"too_rare"
"1125",1125,1,0.5,0.5,75.5,75.5,-0.707106781186547,0.707106781186547,0.0575435337648436,-0.0575435337648436,"48","159","3","0.89","Noaea mucronata",0,76,1,75,"too_rare"
"1126",1126,0.229766270461138,10,10,65,65,0.948683298050514,-0.948683298050514,-0.372104203767625,0.372104203767625,"48","160","2","0.8919","Noaea mucronata",13,62,7,68,"neutral"
"1127",1127,0.211299547333711,3,3,72,72,-1.15470053837925,1.15470053837925,0.235702260395516,-0.235702260395516,"48","160","2","0.8919","Teucrium capitatum",1,74,5,70,"too_rare"
"1128",1128,0.476546211785049,1,1,74,74,-1,1,0.116247638743819,-0.116247638743819,"48","160","2","0.8919","Thymelaea hirsuta",0,75,2,73,"too_rare"
"1129",1129,0.741746792899128,32.5,32.5,42.5,42.5,0.263117405792109,-0.263117405792109,-0.230089496654211,0.230089496654211,"48","161","1","0.8919","Atractylis serratuloides",34,41,31,44,"neutral"
"1130",1130,0.488692672113149,11,11,64,64,-0.603022689155527,0.603022689155527,0.25,-0.25,"48","161","1","0.8919","Teucrium capitatum",9,66,13,62,"neutral"
"1131",1131,0.476546211785049,1,1,74,74,-1,1,0.116247638743819,-0.116247638743819,"48","161","1","0.8919","Thymelaea hirsuta",0,75,2,73,"too_rare"
"1132",1132,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"48","162","0","0.8919","Teucrium capitatum",0,75,1,74,"too_rare"
"1133",1133,1,1,1,74,74,0,0,0,0,"48","162","0","0.8919","Atractylis serratuloides",1,74,1,74,"too_rare"
"1134",1134,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"48","162","0","0.8919","Pituranthos tortuosus",1,74,0,75,"too_rare"
"1135",1135,0.000109302684780149,6.5,6.5,18.5,18.5,2.54950975679639,-2.54950975679639,-1.51121930366965,1.51121930366965,"58","193","3","0.897","Asparagus cooperi",13,12,0,25,"nurse"
"1136",1136,0.00692751797722652,4,4,21,21,2,-2,-0.87287156094397,0.87287156094397,"58","193","3","0.897","Lycium bosciifolium",8,17,0,25,"too_rare"
"1137",1137,0.47048642205879,1,1,24,24,1,-1,-0.204124145231932,0.204124145231932,"58","193","3","0.897","Pavonia burchellii",2,23,0,25,"too_rare"
"1138",1138,0.0295574515601516,3,3,22,22,1.73205080756888,-1.73205080756888,-0.639602149066831,0.639602149066831,"58","193","3","0.897","Momordica balsamina",6,19,0,25,"too_rare"
"1139",1139,0.00692751797722652,4,4,21,21,2,-2,-0.87287156094397,0.87287156094397,"58","193","3","0.897","Pergularia daemia",8,17,0,25,"too_rare"
"1140",1140,1.78238304084333e-06,8.5,8.5,16.5,16.5,2.91547594742265,-2.91547594742265,-2.09255534664866,2.09255534664866,"58","193","3","0.897","Pollichia campestris",17,8,0,25,"nurse"
"1141",1141,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"58","193","3","0.897","Ziziphus mucronata",1,24,0,25,"too_rare"
"1142",1142,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"58","193","3","0.897","Pupalia lappacea",1,24,0,25,"too_rare"
"1143",1143,0.233660388894587,1.5,1.5,23.5,23.5,1.22474487139159,-1.22474487139159,-0.309426373877638,0.309426373877638,"58","193","3","0.897","Rhynchosia minima",3,22,0,25,"too_rare"
"1144",1144,0.602167527748196,23,23,2,2,-0.208514414057075,0.208514414057075,0.707106781186547,-0.707106781186547,"58","193","3","0.897","Stipagrostis uniplumis",22,3,24,1,"too_rare"
"1145",1145,0.761760667487734,8,8,17,17,0.353553390593274,-0.353553390593274,-0.242535625036333,0.242535625036333,"58","193","3","0.897","Cucumis africanus",9,16,7,18,"neutral"
"1146",1146,0.47048642205879,1,1,24,24,1,-1,-0.204124145231932,0.204124145231932,"58","193","3","0.897","Grewia flava",2,23,0,25,"too_rare"
"1147",1147,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"58","193","3","0.897","Lycium hirsutum",1,24,0,25,"too_rare"
"1148",1148,1,1,1,24,24,0,0,0,0,"58","193","3","0.897","Acacia erioloba",1,24,1,24,"too_rare"
"1149",1149,0.0144684571051176,21.5,21.5,3.5,3.5,-0.754829412424069,0.754829412424069,1.87082869338697,-1.87082869338697,"58","193","3","0.897","Tephrosia burchellii",18,7,25,0,"too_rare"
"1150",1150,0.256371669949325,11.5,11.5,13.5,13.5,-0.737209780774486,0.737209780774486,0.680413817439772,-0.680413817439772,"58","193","3","0.897","Senna italica",9,16,14,11,"neutral"
"1151",1151,0.0338220613717602,8,8,17,17,-1.41421356237309,1.41421356237309,0.970142500145332,-0.970142500145332,"58","193","3","0.897","Requienia sphaerosperma",4,21,12,13,"bare"
"1152",1152,0.000340336467904082,8.5,8.5,16.5,16.5,-2.22948160685261,2.22948160685261,1.60018938273133,-1.60018938273133,"58","193","3","0.897","Aristida stipitata",2,23,15,10,"bare"
"1153",1153,0.550453012754493,8.5,8.5,16.5,16.5,-0.514495755427526,0.514495755427526,0.369274472937998,-0.369274472937998,"58","193","3","0.897","Aristida congesta",7,18,10,15,"neutral"
"1154",1154,1,1.5,1.5,23.5,23.5,0.408248290463863,-0.408248290463863,-0.103142124625879,0.103142124625879,"58","193","3","0.897","Acacia mellifera",2,23,1,24,"too_rare"
"1155",1155,1,3.5,3.5,21.5,21.5,-0.267261241912424,0.267261241912424,0.107832773203438,-0.107832773203438,"58","193","3","0.897","Hermannia tomentosa",3,22,4,21,"too_rare"
"1156",1156,1,0.5,0.5,24.5,24.5,-0.707106781186547,0.707106781186547,0.101015254455221,-0.101015254455221,"58","193","3","0.897","Ipomoea bolusiana",0,25,1,24,"too_rare"
"1157",1157,0.117850895021366,2,2,23,23,1.41421356237309,-1.41421356237309,-0.41702882811415,0.41702882811415,"58","193","3","0.897","Talinum crispatulum",4,21,0,25,"too_rare"
"1158",1158,0.47048642205879,1,1,24,24,1,-1,-0.204124145231932,0.204124145231932,"58","193","3","0.897","Otoptera burchellii",2,23,0,25,"too_rare"
"1159",1159,0.47048642205879,1,1,24,24,1,-1,-0.204124145231932,0.204124145231932,"58","193","3","0.897","Merremia tridentata",2,23,0,25,"too_rare"
"1160",1160,1,2,2,23,23,0,0,0,0,"58","193","3","0.897","Aristida meridionalis",2,23,2,23,"too_rare"
"1161",1161,1,0.5,0.5,24.5,24.5,-0.707106781186547,0.707106781186547,0.101015254455221,-0.101015254455221,"58","193","3","0.897","Ipomoea indet.",0,25,1,24,"too_rare"
"1162",1162,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"58","193","3","0.897","Orthanthera jasminiflora",1,24,0,25,"too_rare"
"1163",1163,NA,25,25,0,0,0,0,NA,NA,"58","194","2","0.8971","Tephrosia burchellii",25,0,25,0,"too_rare"
"1164",1164,0.777123746357262,12,12,13,13,0.288675134594813,-0.288675134594813,-0.277350098112615,0.277350098112615,"58","194","2","0.8971","Aristida stipitata",13,12,11,14,"neutral"
"1165",1165,NA,25,25,0,0,0,0,NA,NA,"58","194","2","0.8971","Stipagrostis uniplumis",25,0,25,0,"too_rare"
"1166",1166,1,4.5,4.5,20.5,20.5,-0.235702260395516,0.235702260395516,0.110431526074847,-0.110431526074847,"58","194","2","0.8971","Aristida congesta",4,21,5,20,"too_rare"
"1167",1167,0.663421515816855,3,3,22,22,-0.577350269189626,0.577350269189626,0.21320071635561,-0.21320071635561,"58","194","2","0.8971","Senna italica",2,23,4,21,"too_rare"
"1168",1168,1,1,1,24,24,0,0,0,0,"58","194","2","0.8971","Eragrostis lehmanniana",1,24,1,24,"too_rare"
"1169",1169,0.19717159560015,6.5,6.5,18.5,18.5,-0.98058067569092,0.98058067569092,0.581238193719096,-0.581238193719096,"58","194","2","0.8971","Requienia sphaerosperma",4,21,9,16,"neutral"
"1170",1170,0.761760667487734,8,8,17,17,-0.353553390593274,0.353553390593274,0.242535625036333,-0.242535625036333,"58","194","2","0.8971","Aristida meridionalis",7,18,9,16,"neutral"
"1171",1171,1,2.5,2.5,22.5,22.5,0.316227766016838,-0.316227766016838,-0.105409255338946,0.105409255338946,"58","194","2","0.8971","Hermannia tomentosa",3,22,2,23,"too_rare"
"1172",1172,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"58","194","2","0.8971","Acacia erioloba",1,24,0,25,"too_rare"
"1173",1173,NA,25,25,0,0,0,0,NA,NA,"58","195","1","0.8971","Tephrosia burchellii",25,0,25,0,"too_rare"
"1174",1174,NA,25,25,0,0,0,0,NA,NA,"58","195","1","0.8971","Stipagrostis uniplumis",25,0,25,0,"too_rare"
"1175",1175,0.376759117811582,9,9,16,16,-0.666666666666667,0.666666666666667,0.5,-0.5,"58","195","1","0.8971","Aristida stipitata",7,18,11,14,"neutral"
"1176",1176,0.602167527748196,2,2,23,23,0.707106781186547,-0.707106781186547,-0.208514414057075,0.208514414057075,"58","195","1","0.8971","Aristida meridionalis",3,22,1,24,"too_rare"
"1177",1177,1,0.5,0.5,24.5,24.5,-0.707106781186547,0.707106781186547,0.101015254455221,-0.101015254455221,"58","195","1","0.8971","Requienia sphaerosperma",0,25,1,24,"too_rare"
"1178",1178,1,1.5,1.5,23.5,23.5,0.408248290463863,-0.408248290463863,-0.103142124625879,0.103142124625879,"58","195","1","0.8971","Hermannia tomentosa",2,23,1,24,"too_rare"
"1179",1179,0.761760667487734,8,8,17,17,-0.353553390593274,0.353553390593274,0.242535625036333,-0.242535625036333,"58","195","1","0.8971","Aristida congesta",7,18,9,16,"neutral"
"1180",1180,0.723673609831763,5,5,20,20,-0.447213595499958,0.447213595499958,0.223606797749979,-0.223606797749979,"58","195","1","0.8971","Senna italica",4,21,6,19,"neutral"
